Desk,Trader,Book,BondID,Positions,NV
LON,T2121033,LON25,B11094,673.0,424902.12
LON,T2121033,LON25,B18694,607.0,619140.0
LON,T2121033,LON25,B23639,446.0,518860.18
LON,T2121033,LON25,B28917,498.0,589041.78
LON,T2121033,LON25,B31214,766.0,889326.0
LON,T2121033,LON25,B34105,784.0,991847.72
LON,T2121033,LON25,B45214,996.0,1466112.0
LON,T6326422,LON00,B03283,57.0,25634.06
LON,T6326422,LON00,B08521,533.0,767537.14
LON,T6326422,LON00,B17901,408.0,420617.78
LON,T6326422,LON00,B27023,545.0,333540.0
LON,T6326422,LON00,B28917,814.0,962811.26
LON,T6326422,LON00,B31214,317.0,368037.0
LON,T6326422,LON00,B34105,1290.0,1631994.34
LON,T6326422,LON00,B48886,115.0,94375.74
LON,T6326422,LON01,B16316,771.0,1070919.0
LON,T6326422,LON01,B18694,618.0,630360.0
LON,T6326422,LON01,B45193,460.0,498367.41
LON,T6326422,LON02,B01774,650.0,427499.38
LON,T6326422,LON02,B04712,1382.0,1594828.0
LON,T6326422,LON02,B10340,446.0,536699.78
LON,T6326422,LON02,B18694,839.0,855780.0
LON,T6326422,LON02,B23639,581.0,675914.27
LON,T6326422,LON02,B27558,613.0,453653.51
LON,T6326422,LON02,B35648,959.0,1393633.01
LON,T6326422,LON02,B45918,963.0,1407452.37
LON,T6326422,LON03,B11094,750.0,473516.48
LON,T6326422,LON03,B16316,216.0,300024.0
LON,T6326422,LON03,B27558,295.0,218316.13
LON,T6326422,LON03,B35479,939.0,769980.0
LON,T6326422,LON03,B38589,500.0,771019.29
LON,T6326422,LON04,B03283,530.0,238351.75
LON,T6326422,LON04,B11094,849.0,536020.65
LON,T6326422,LON04,B18694,844.0,860880.0
LON,T6326422,LON04,B45193,877.0,950148.3
LON,T6326422,LON04,B45214,208.0,306176.0
LON,T7210244,LON10,B05609,1293.0,1886487.0
LON,T7210244,LON10,B16316,176.0,244464.0
LON,T7210244,LON10,B17901,189.0,194845.0
LON,T7210244,LON10,B18694,778.0,793560.0
LON,T7210244,LON10,B25841,193.0,159225.0
LON,T7210244,LON10,B27558,271.0,200554.81
LON,T7210244,LON10,B31214,962.0,1116882.0
LON,T7210244,LON10,B31538,970.0,460618.27
LON,T7210244,LON10,B34105,819.0,1036126.64
LON,T7210244,LON10,B44611,693.0,473319.0
LON,T7210244,LON11,B02473,676.0,852313.88
LON,T7210244,LON11,B04712,178.0,205412.0
LON,T7210244,LON11,B25841,283.0,233475.0
LON,T7210244,LON11,B27023,724.0,443088.0
LON,T7210244,LON11,B35648,583.0,847224.24
LON,T7210244,LON11,B45214,449.0,660928.0
LON,T7210244,LON11,B48886,1252.0,1027464.57
LON,T7210244,LON12,B01774,695.0,457095.49
LON,T7210244,LON12,B04712,249.0,287346.0
LON,T7210244,LON12,B10340,421.0,506615.71
LON,T7210244,LON12,B11094,1770.0,1117498.89
LON,T7210244,LON12,B27558,112.0,82886.12
LON,T7210244,LON12,B28917,438.0,518072.89
LON,T7210244,LON12,B31214,698.0,810378.0
LON,T7210244,LON12,B45214,971.0,1429312.0
LON,T7210244,LON12,B45918,320.0,467689.26
LON,T7210244,LON12,B47982,684.0,470725.93
LON,T7210244,LON13,B08521,242.0,348487.78
LON,T7210244,LON13,B23639,878.0,1021433.27
LON,T7210244,LON13,B34105,706.0,893168.99
LON,T7210244,LON13,B35648,644.0,935870.34
LON,T7210244,LON13,B38589,136.0,209717.25
LON,T7210244,LON13,B44611,490.0,334670.0
LON,T7210244,LON13,B48886,1273.0,1044698.41
LON,T7210244,LON14,B01774,797.0,524180.01
LON,T7210244,LON14,B10340,555.0,667866.32
LON,T7210244,LON14,B17266,340.0,320944.89
LON,T7210244,LON14,B31214,316.0,366876.0
LON,T7210244,LON14,B34105,121.0,153078.54
LON,T7210244,LON14,B35648,631.0,916978.55
LON,T7210244,LON14,B44611,127.0,86741.0
LON,T7210244,LON14,B47982,698.0,480360.67
NY,T1087795,NY20,B08521,655.0,943221.06
NY,T1087795,NY20,B17266,449.0,423836.04
NY,T1087795,NY20,B35479,857.0,702740.0
NY,T1087795,NY20,B48886,179.0,146897.89
NY,T1087795,NY21,B01774,613.0,403164.8
NY,T1087795,NY21,B02473,806.0,1016220.39
NY,T1087795,NY21,B27023,236.0,144432.0
NY,T1087795,NY21,B35648,108.0,156947.2
NY,T1087795,NY21,B44611,434.0,296422.0
NY,T1087795,NY22,B31214,304.0,352944.0
NY,T1087795,NY22,B44611,719.0,491077.0
NY,T1087795,NY22,B45193,235.0,254600.74
NY,T1087795,NY23,B01774,927.0,609679.89
NY,T1087795,NY23,B02473,624.0,786751.27
NY,T1087795,NY23,B03283,629.0,282874.06
NY,T1087795,NY23,B04712,589.0,679706.0
NY,T1087795,NY23,B05609,738.0,1076742.0
NY,T1087795,NY23,B08521,207.0,298086.66
NY,T1087795,NY23,B10340,617.0,742474.81
NY,T1087795,NY23,B16316,972.0,1350108.0
NY,T1087795,NY23,B17266,354.0,334160.27
NY,T1087795,NY23,B18694,335.0,341700.0
NY,T1087795,NY23,B35479,48.0,39360.0
NY,T1087795,NY23,B48886,1938.0,1590436.38
NY,T2078717,NY00,B04712,320.0,369280.0
NY,T2078717,NY00,B08521,928.0,1336349.84
NY,T2078717,NY00,B27023,923.0,564876.0
NY,T2078717,NY00,B31538,229.0,108743.9
NY,T2078717,NY00,B34105,1051.0,1329632.59
NY,T2078717,NY01,B02473,782.0,985960.73
NY,T2078717,NY01,B05609,459.0,669681.0
NY,T2078717,NY01,B28659,129.0,75404.8
NY,T2078717,NY01,B35479,130.0,106600.0
NY,T2078717,NY01,B44611,538.0,367454.0
NY,T2078717,NY01,B45214,915.0,1346880.0
NY,T2078717,NY02,B16316,298.0,413922.0
NY,T2078717,NY02,B17901,987.0,1017523.89
NY,T2078717,NY02,B31538,777.0,368969.48
NY,T2078717,NY02,B35479,1177.0,965140.0
NY,T2078717,NY02,B45918,488.0,713226.12
NY,T2078717,NY02,B48886,618.0,507167.02
NY,T2078717,NY03,B05609,323.0,471257.0
NY,T2078717,NY03,B08521,1019.0,1467392.77
NY,T2078717,NY03,B31214,1235.0,1433835.0
NY,T2078717,NY03,B45918,525.0,767302.69
NY,T2078717,NY04,B11094,1021.0,644613.77
NY,T2078717,NY04,B17266,943.0,890150.09
NY,T2078717,NY04,B18694,699.0,712980.0
NY,T2078717,NY04,B25841,841.0,693825.0
NY,T2078717,NY04,B28659,1866.0,1090739.2
NY,T2078717,NY04,B28917,547.0,646999.7
NY,T2078717,NY04,B31214,735.0,853335.0
NY,T2078717,NY04,B34105,746.0,943773.47
NY,T2078717,NY04,B38589,804.0,1239799.02
NY,T2078717,NY04,B48886,220.0,180544.89
NY,T4439875,NY40,B04712,112.0,129248.0
NY,T4439875,NY40,B17266,741.0,699471.07
NY,T4439875,NY40,B27558,938.0,694171.27
NY,T4439875,NY40,B28659,931.0,544200.53
NY,T4439875,NY40,B31538,236.0,112067.95
NY,T4439875,NY40,B45193,618.0,669545.78
NY,T4439875,NY41,B01774,214.0,140745.95
NY,T4439875,NY41,B03283,978.0,439826.43
NY,T4439875,NY41,B04712,826.0,953204.0
NY,T4439875,NY41,B11094,152.0,95966.01
NY,T4439875,NY41,B23639,550.0,639850.0
NY,T4439875,NY41,B28659,482.0,281745.07
NY,T4439875,NY41,B31214,726.0,842886.0
NY,T4439875,NY41,B34105,335.0,423812.48
NY,T4439875,NY41,B38589,796.0,1227462.71
NY,T4439875,NY41,B44611,659.0,450097.0
NY,T4439875,NY41,B48886,1280.0,1050443.02
NY,T4439875,NY42,B01774,157.0,103257.54
NY,T4439875,NY42,B05609,147.0,214473.0
NY,T4439875,NY42,B11094,453.0,286003.95
NY,T4439875,NY42,B17901,965.0,994843.52
NY,T4439875,NY42,B31538,479.0,227459.95
NY,T4439875,NY42,B34105,817.0,1033596.41
NY,T4439875,NY42,B44611,816.0,557328.0
NY,T4439875,NY42,B45918,202.0,295228.85
NY,T4439875,NY42,B48886,826.0,677864.01
NY,T4439875,NY43,B01774,311.0,204542.01
NY,T4439875,NY43,B02473,64.0,80692.44
NY,T4439875,NY43,B08521,410.0,590413.18
NY,T4439875,NY43,B23639,617.0,717795.36
NY,T4439875,NY43,B25841,927.0,764775.0
NY,T4439875,NY43,B34105,138.0,174585.44
NY,T4439875,NY43,B45193,171.0,185262.67
NY,T4439875,NY44,B11094,324.0,204559.12
NY,T4439875,NY44,B16316,130.0,180570.0
NY,T4439875,NY44,B27023,416.0,254592.0
NY,T4439875,NY44,B35648,648.0,941683.2
NY,T4439875,NY44,B45193,251.0,271935.26
NY,T4439875,NY44,B45214,823.0,1211456.0
NY,T4848015,NY30,B10340,380.0,457277.84
NY,T4848015,NY30,B16316,381.0,529209.0
NY,T4848015,NY30,B17266,475.0,448378.89
NY,T4848015,NY30,B17901,220.0,226803.7
NY,T4848015,NY30,B27023,690.0,422280.0
NY,T4848015,NY30,B31214,839.0,974079.0
NY,T4848015,NY31,B03283,376.0,169094.83
NY,T4848015,NY31,B17266,347.0,327552.58
NY,T4848015,NY31,B23639,662.0,770146.73
NY,T4848015,NY31,B25841,301.0,248325.0
NY,T4848015,NY31,B27023,305.0,186660.0
NY,T4848015,NY31,B38589,179.0,276024.91
NY,T4848015,NY31,B45193,211.0,228598.96
NY,T4848015,NY31,B48886,334.0,274099.97
NY,T4848015,NY32,B04712,599.0,691246.0
NY,T4848015,NY32,B11094,675.0,426164.83
NY,T4848015,NY32,B16316,666.0,925074.0
NY,T4848015,NY32,B27558,361.0,267159.73
NY,T4848015,NY32,B34105,256.0,323868.64
NY,T4848015,NY33,B02473,556.0,701015.56
NY,T4848015,NY33,B05609,1159.0,1690981.0
NY,T4848015,NY33,B08521,1076.0,1549474.6
NY,T4848015,NY33,B10340,413.0,496988.81
NY,T4848015,NY33,B31214,701.0,813861.0
NY,T4848015,NY33,B45193,240.0,260017.78
NY,T4848015,NY33,B47982,679.0,467284.95
NY,T4848015,NY34,B02473,387.0,487937.09
NY,T4848015,NY34,B05609,143.0,208637.0
NY,T4848015,NY34,B10340,631.0,759321.88
NY,T4848015,NY34,B25841,114.0,94050.0
NY,T4848015,NY34,B31538,454.0,215588.35
NY,T4848015,NY34,B45193,114.0,123508.44
NY,T4848015,NY34,B45918,380.0,555381.0
NY,T4848015,NY34,B47982,872.0,600106.74
NY,T4848015,NY34,B48886,933.0,765674.48
NY,T4848015,NY35,B02473,825.0,1040175.96
NY,T4848015,NY35,B03283,124.0,55765.31
NY,T4848015,NY35,B08521,187.0,269286.01
NY,T4848015,NY35,B10340,501.0,602884.73
NY,T4848015,NY35,B16316,392.0,544488.0
NY,T4848015,NY35,B17901,121.0,124742.04
NY,T4848015,NY35,B23639,567.0,659627.18
NY,T4848015,NY35,B27558,121.0,89546.61
NY,T4848015,NY35,B35479,1892.0,1551440.0
NY,T4848015,NY35,B45193,596.0,645710.81
NY,T7375392,NY10,B02473,388.0,489197.91
NY,T7375392,NY10,B03283,411.0,184835.03
NY,T7375392,NY10,B04712,526.0,607004.0
NY,T7375392,NY10,B17266,138.0,130265.87
NY,T7375392,NY10,B23639,563.0,654973.73
NY,T7375392,NY10,B25841,128.0,105600.0
NY,T7375392,NY10,B27023,550.0,336600.0
NY,T7375392,NY10,B48886,1772.0,1454207.05
NY,T7375392,NY11,B08521,982.0,1414111.58
NY,T7375392,NY11,B11094,538.0,339669.15
NY,T7375392,NY11,B17266,950.0,896757.78
NY,T7375392,NY11,B28659,176.0,102877.87
NY,T7375392,NY11,B45214,757.0,1114304.0
NY,T7375392,NY11,B45918,227.0,331767.07
NY,T7375392,NY11,B48886,169.0,138691.3
NY,T7375392,NY12,B08521,987.0,1421311.74
NY,T7375392,NY12,B11094,635.0,400910.62
NY,T7375392,NY12,B17266,904.0,853335.82
NY,T7375392,NY12,B27558,922.0,682330.4
NY,T7375392,NY12,B31538,193.0,91648.79
NY,T7375392,NY12,B44611,607.0,414581.0
NY,T7375392,NY12,B48886,278.0,228143.09
NY,T7375392,NY13,B16316,1184.0,1644576.0
NY,T7375392,NY13,B27023,639.0,391068.0
NY,T7375392,NY13,B27558,1512.0,1118962.65
NY,T7375392,NY13,B31538,485.0,230309.14
NY,T7375392,NY13,B35648,764.0,1110256.12
NY,T7375392,NY13,B38589,630.0,971484.31
NY,T7375392,NY13,B44611,513.0,350379.0
NY,T7375392,NY13,B45918,461.0,673764.84
NY,T7375392,NY13,B47982,401.0,275966.52
SG,T5983248,SG00,B01774,878.0,577453.01
SG,T5983248,SG00,B03283,362.0,162798.74
SG,T5983248,SG00,B04712,196.0,226184.0
SG,T5983248,SG00,B35479,516.0,423120.0
SG,T5983248,SG00,B45918,198.0,289382.73
SG,T5983248,SG01,B04712,997.0,1150538.0
SG,T5983248,SG01,B17266,574.0,541830.49
SG,T5983248,SG01,B17901,700.0,721648.15
SG,T5983248,SG01,B18694,175.0,178500.0
SG,T5983248,SG01,B23639,155.0,180321.36
SG,T5983248,SG01,B35479,717.0,587940.0
SG,T5983248,SG01,B45193,737.0,798471.26
SG,T5983248,SG01,B45214,806.0,1186432.0
SG,T5983248,SG02,B05609,514.0,749926.0
SG,T5983248,SG02,B16316,481.0,668109.0
SG,T5983248,SG02,B31538,718.0,340952.49
SG,T5983248,SG02,B35648,955.0,1387820.15
SG,T5983248,SG02,B45214,976.0,1436672.0
SG,T5983248,SG03,B05609,705.0,1028595.0
SG,T5983248,SG03,B17266,314.0,296402.04
SG,T5983248,SG03,B23639,440.0,511880.0
SG,T5983248,SG03,B27023,457.0,279684.0
SG,T5983248,SG03,B28917,938.0,1109480.3
SG,T5983248,SG03,B35479,257.0,210740.0
SG,T5983248,SG03,B35648,686.0,996905.36
SG,T5983248,SG03,B45918,745.0,1088839.06
SG,T5983248,SG03,B47982,216.0,148650.29
SG,T5983248,SG04,B04712,726.0,837804.0
SG,T5983248,SG04,B16316,504.0,700056.0
SG,T5983248,SG04,B27023,839.0,513468.0
SG,T5983248,SG04,B44611,530.0,361990.0
SG,T5983248,SG04,B45193,448.0,485366.52
SG,T5983248,SG05,B03283,738.0,331893.57
SG,T5983248,SG05,B04712,361.0,416594.0
SG,T5983248,SG05,B34105,410.0,518695.87
SG,T5983248,SG05,B38589,611.0,942185.58
SG,T5983248,SG05,B48886,247.0,202702.68
SG,T9277645,SG10,B01774,714.0,469591.63
SG,T9277645,SG10,B04712,928.0,1070912.0
SG,T9277645,SG10,B05609,782.0,1140938.0
SG,T9277645,SG10,B08521,1001.0,1441472.19
SG,T9277645,SG10,B31214,1175.0,1364175.0
SG,T9277645,SG10,B34105,614.0,776778.7
SG,T9277645,SG10,B35648,1463.0,2126053.27
SG,T9277645,SG10,B38589,424.0,653824.36
SG,T9277645,SG11,B01774,969.0,637302.93
SG,T9277645,SG11,B02473,893.0,1125911.68
SG,T9277645,SG11,B10340,836.0,1006011.24
SG,T9277645,SG11,B17266,900.0,849560.0
SG,T9277645,SG11,B23639,667.0,775963.55
SG,T9277645,SG11,B27023,896.0,548352.0
SG,T9277645,SG11,B31214,204.0,236844.0
SG,T9277645,SG11,B31538,911.0,432601.28
SG,T9277645,SG11,B35648,741.0,1076832.18
SG,T9277645,SG11,B47982,258.0,177554.52
SG,T9277645,SG12,B01774,727.0,478141.62
SG,T9277645,SG12,B02473,625.0,788012.09
SG,T9277645,SG12,B04712,419.0,483526.0
SG,T9277645,SG12,B08521,491.0,707055.79
SG,T9277645,SG12,B16316,954.0,1325106.0
SG,T9277645,SG12,B17901,485.0,499999.07
SG,T9277645,SG12,B27558,213.0,157631.64
SG,T9277645,SG12,B34105,743.0,939978.13
SG,T9277645,SG12,B44611,456.0,311448.0
SG,T9277645,SG12,B45214,856.0,1260032.0
SG,T9277645,SG13,B08521,801.0,1153465.76
SG,T9277645,SG13,B10340,1031.0,1240666.98
SG,T9277645,SG13,B16316,103.0,143067.0
SG,T9277645,SG13,B25841,786.0,648450.0
SG,T9277645,SG13,B27023,534.0,326808.0
SG,T9277645,SG13,B28917,867.0,1025500.44
SG,T9277645,SG13,B31214,822.0,954342.0
SG,T9277645,SG13,B31538,838.0,397936.2
SG,T9277645,SG13,B45214,738.0,1086336.0
SG,T9277645,SG14,B03283,395.0,177639.51
SG,T9277645,SG14,B17266,559.0,527671.16
SG,T9277645,SG14,B17901,471.0,485566.11
SG,T9277645,SG14,B38589,190.0,292987.33
SG,T9277645,SG14,B45214,146.0,214912.0
SG,T9564084,SG20,B25841,793.0,654225.0
SG,T9564084,SG20,B35648,420.0,610350.22
SG,T9564084,SG20,B45918,603.0,881301.95
SG,T9564084,SG21,B10340,208.0,250299.45
SG,T9564084,SG21,B17266,241.0,227493.29
SG,T9564084,SG21,B18694,119.0,121380.0
SG,T9564084,SG21,B25841,795.0,655875.0
SG,T9564084,SG21,B27023,197.0,120564.0
SG,T9564084,SG21,B44611,880.0,601040.0
SG,T9564084,SG22,B08521,999.0,1438592.12
SG,T9564084,SG22,B11094,363.0,229181.98
SG,T9564084,SG22,B16316,194.0,269466.0
SG,T9564084,SG22,B17266,214.0,202006.49
SG,T9564084,SG22,B28659,166.0,97032.53
SG,T9564084,SG22,B31214,708.0,821988.0
SG,T9564084,SG22,B38589,509.0,784897.64
SG,T9564084,SG22,B45214,995.0,1464640.0
SG,T9564084,SG23,B11094,711.0,448893.62
SG,T9564084,SG23,B18694,763.0,778260.0
SG,T9564084,SG23,B25841,655.0,540375.0
SG,T9564084,SG23,B27023,139.0,85068.0
SG,T9564084,SG23,B35648,494.0,717888.12
SYD,T5521536,SYD10,B18694,709.0,723180.0
SYD,T5521536,SYD10,B27023,966.0,591192.0
SYD,T5521536,SYD10,B28917,337.0,398608.59
SYD,T5521536,SYD10,B31538,256.0,121565.23
SYD,T5521536,SYD10,B35648,543.0,789095.64
SYD,T5521536,SYD11,B16316,395.0,548655.0
SYD,T5521536,SYD11,B17266,481.0,454042.62
SYD,T5521536,SYD11,B25841,217.0,179025.0
SYD,T5521536,SYD11,B31214,984.0,1142424.0
SYD,T5521536,SYD11,B45214,600.0,883200.0
SYD,T5521536,SYD11,B45918,283.0,413612.69
SYD,T5521536,SYD11,B47982,742.0,510641.29
SYD,T5521536,SYD12,B01774,298.0,195992.02
SYD,T5521536,SYD12,B02473,295.0,371941.71
SYD,T5521536,SYD12,B11094,831.0,524656.26
SYD,T5521536,SYD12,B18694,480.0,489600.0
SYD,T5521536,SYD12,B27023,568.0,347616.0
SYD,T5521536,SYD12,B27558,148.0,109528.09
SYD,T5521536,SYD12,B34105,835.0,1056368.43
SYD,T5521536,SYD13,B03283,963.0,433080.63
SYD,T5521536,SYD13,B10340,549.0,660646.14
SYD,T5521536,SYD13,B11094,307.0,193826.08
SYD,T5521536,SYD13,B23639,429.0,499083.0
SYD,T5521536,SYD13,B28659,1594.0,931746.13
SYD,T5521536,SYD13,B28917,279.0,330005.33
SYD,T5521536,SYD13,B31538,1147.0,544669.23
