Desk,Trader,Book,BondID,Positions,NV
HK,T3800229,HK02,B45193,116.0,151539.12
HK,T3800229,HK02,B45214,865.0,1238145.15
HK,T3800229,HK02,B47982,48.0,88169.33
HK,T3800229,HK02,B48886,512.0,712127.76
HK,T3800229,HK03,B03283,1552.0,1760808.67
HK,T3800229,HK03,B08521,161.0,151063.2
HK,T3800229,HK03,B10340,182.0,219349.44
HK,T3800229,HK03,B17266,216.0,174096.0
HK,T3800229,HK03,B18694,999.0,932857.88
HK,T3800229,HK03,B25841,509.0,295220.0
HK,T3800229,HK03,B28659,1214.0,1477743.82
HK,T3800229,HK03,B31214,357.0,315588.0
HK,T3800229,HK03,B35479,850.0,1177434.22
HK,T3800229,HK03,B38589,765.0,1166241.23
HK,T3800229,HK03,B45193,290.0,378847.79
HK,T3800229,HK03,B45918,997.0,1159693.18
HK,T3800229,HK03,B48886,495.0,688482.89
HK,T3800229,HK04,B02473,594.0,518315.06
HK,T3800229,HK04,B04712,1356.0,900384.0
HK,T3800229,HK04,B05609,491.0,253633.36
HK,T3800229,HK04,B08521,163.0,152939.76
HK,T3800229,HK04,B11094,795.0,1266792.88
HK,T3800229,HK04,B16316,1471.0,2087349.0
HK,T3800229,HK04,B18694,436.0,407133.17
HK,T3800229,HK04,B25841,455.0,263900.0
HK,T3800229,HK04,B27023,994.0,668962.0
HK,T3800229,HK04,B35479,955.0,1322881.98
HK,T3800229,HK04,B35648,117.0,139546.17
HK,T3800229,HK04,B45214,124.0,177491.33
HK,T5727593,HK10,B17266,271.0,218426.0
HK,T5727593,HK10,B18694,790.0,737695.42
HK,T5727593,HK10,B25841,353.0,204740.0
HK,T5727593,HK10,B35479,385.0,533308.44
HK,T5727593,HK10,B38589,804.0,1225696.66
HK,T5727593,HK10,B45193,103.0,134556.28
HK,T5727593,HK10,B45214,301.0,430845.89
HK,T5727593,HK10,B47982,29.0,53268.97
HK,T5727593,HK11,B02473,651.0,568052.37
HK,T5727593,HK11,B10340,854.0,1029255.09
HK,T5727593,HK11,B17901,1447.0,1326156.29
HK,T5727593,HK11,B23639,648.0,289062.0
HK,T5727593,HK11,B25841,202.0,117160.0
HK,T5727593,HK11,B27023,526.0,353998.0
HK,T5727593,HK11,B27558,717.0,1046100.62
HK,T5727593,HK11,B31538,616.0,565466.19
HK,T5727593,HK11,B48886,280.0,389444.87
HK,T5727593,HK12,B01774,262.0,244842.48
HK,T5727593,HK12,B08521,718.0,673685.56
HK,T5727593,HK12,B16316,110.0,156090.0
HK,T5727593,HK12,B18694,912.0,851618.0
HK,T5727593,HK12,B23639,283.0,126241.58
HK,T5727593,HK12,B28659,681.0,828948.55
HK,T5727593,HK12,B31538,114.0,104647.96
HK,T5727593,HK12,B35648,423.0,504513.07
HK,T5727593,HK12,B45214,1418.0,2029699.22
HK,T5727593,HK12,B45918,291.0,338486.17
HK,T5727593,HK13,B02473,734.0,640476.86
HK,T5727593,HK13,B11094,474.0,755295.38
HK,T5727593,HK13,B18694,939.0,876830.38
HK,T5727593,HK13,B27023,211.0,142003.0
HK,T5727593,HK13,B31214,2093.0,1850212.0
HK,T5727593,HK13,B34105,202.0,100298.61
HK,T5727593,HK13,B45214,324.0,463767.66
HK,T5727593,HK13,B47982,1830.0,3361455.83
HK,T5727593,HK14,B02473,583.0,508716.64
HK,T5727593,HK14,B08521,809.0,759069.11
HK,T5727593,HK14,B11094,729.0,1161625.17
HK,T5727593,HK14,B18694,892.0,832942.17
HK,T5727593,HK14,B23639,794.0,354190.17
HK,T5727593,HK14,B25841,1192.0,691360.0
HK,T5727593,HK14,B28917,421.0,624346.73
HK,T5727593,HK14,B31214,747.0,660348.0
HK,T5727593,HK14,B35648,909.0,1084166.38
HK,T5727593,HK14,B45214,266.0,380747.53
HK,T5727593,HK14,B45918,1535.0,1785485.48
HK,T5727593,HK14,B48886,277.0,385272.24
HK,T6189452,HK20,B01774,1186.0,1108332.74
HK,T6189452,HK20,B04712,386.0,256304.0
HK,T6189452,HK20,B10340,223.0,268763.33
HK,T6189452,HK20,B23639,1191.0,531285.25
HK,T6189452,HK20,B27558,108.0,157571.64
HK,T6189452,HK20,B28917,965.0,1431103.54
HK,T6189452,HK20,B34105,371.0,184211.81
HK,T6189452,HK20,B35479,341.0,472358.9
HK,T6189452,HK20,B35648,910.0,1085359.08
HK,T6189452,HK20,B45193,862.0,1126092.39
HK,T6189452,HK20,B45918,354.0,411766.68
HK,T6189452,HK20,B47982,350.0,642901.39
HK,T6189452,HK20,B48886,371.0,516014.45
HK,T6189452,HK21,B03283,643.0,729510.29
HK,T6189452,HK21,B05609,360.0,185963.36
HK,T6189452,HK21,B16316,565.0,801735.0
HK,T6189452,HK21,B17901,934.0,855998.6
HK,T6189452,HK21,B25841,659.0,382220.0
HK,T6189452,HK21,B31214,147.0,129948.0
HK,T6189452,HK21,B34105,248.0,123138.89
HK,T6189452,HK21,B35479,811.0,1123410.77
HK,T6189452,HK21,B45214,284.0,406512.4
HK,T6189452,HK21,B47982,260.0,477583.89
HK,T6189452,HK21,B48886,822.0,1143298.86
HK,T6189452,HK22,B03283,551.0,625132.46
HK,T6189452,HK22,B16316,289.0,410091.0
HK,T6189452,HK22,B25841,579.0,335820.0
HK,T6189452,HK22,B27558,537.0,783481.22
HK,T6189452,HK22,B35648,636.0,758558.66
HK,T6189452,HK22,B45918,849.0,987542.13
HK,T6189452,HK23,B01774,634.0,592481.42
HK,T6189452,HK23,B03283,393.0,445874.88
HK,T6189452,HK23,B17266,591.0,476346.0
HK,T6189452,HK23,B17901,126.0,115477.33
HK,T6189452,HK23,B23639,183.0,81633.25
HK,T6189452,HK23,B35648,224.0,267165.31
LON,T2121033,LON20,B01774,169.0,157932.74
LON,T2121033,LON20,B04712,565.0,375160.0
LON,T2121033,LON20,B11094,418.0,666062.17
LON,T2121033,LON20,B16316,980.0,1390620.0
LON,T2121033,LON20,B18694,634.0,592023.92
LON,T2121033,LON20,B23639,431.0,192261.92
LON,T2121033,LON20,B27023,901.0,606373.0
LON,T2121033,LON20,B27558,907.0,1323309.99
LON,T2121033,LON20,B28917,343.0,508672.04
LON,T2121033,LON20,B31214,341.0,301444.0
LON,T2121033,LON20,B35648,276.0,329185.83
LON,T2121033,LON20,B38589,687.0,1047330.36
LON,T2121033,LON20,B44611,247.0,249964.0
LON,T2121033,LON20,B47982,444.0,815566.33
LON,T2121033,LON21,B04712,574.0,381136.0
LON,T2121033,LON21,B05609,619.0,319753.66
LON,T2121033,LON21,B08521,352.0,330274.82
LON,T2121033,LON21,B10340,516.0,621891.83
LON,T2121033,LON21,B17901,105.0,96231.11
LON,T2121033,LON21,B23639,267.0,119104.25
LON,T2121033,LON21,B25841,104.0,60320.0
LON,T2121033,LON21,B27023,794.0,534362.0
LON,T2121033,LON21,B27558,539.0,786399.21
LON,T2121033,LON21,B28659,48.0,58428.09
LON,T2121033,LON21,B35479,365.0,505604.11
LON,T2121033,LON21,B35648,376.0,448456.06
LON,T2121033,LON21,B38589,708.0,1079344.82
LON,T2121033,LON22,B02473,603.0,526168.32
LON,T2121033,LON22,B03283,736.0,835022.67
LON,T2121033,LON22,B05609,849.0,438563.59
LON,T2121033,LON22,B08521,199.0,186717.87
LON,T2121033,LON22,B10340,105.0,126547.76
LON,T2121033,LON22,B16316,367.0,520773.0
LON,T2121033,LON22,B27023,450.0,302850.0
LON,T2121033,LON22,B27558,627.0,914790.92
LON,T2121033,LON22,B28917,807.0,1196788.14
LON,T2121033,LON22,B31538,507.0,465408.05
LON,T2121033,LON22,B35648,286.0,341112.85
LON,T2121033,LON22,B38589,553.0,843047.58
LON,T2121033,LON22,B44611,136.0,137632.0
LON,T2121033,LON22,B45193,1355.0,1770133.63
LON,T2121033,LON22,B45918,824.0,958462.56
LON,T2121033,LON22,B47982,2049.0,3763728.42
LON,T2121033,LON22,B48886,998.0,1388092.78
LON,T2121033,LON23,B04712,911.0,604904.0
LON,T2121033,LON23,B27558,211.0,307848.3
LON,T2121033,LON23,B31214,277.0,244868.0
LON,T2121033,LON23,B44611,730.0,738760.0
LON,T2121033,LON23,B48886,84.0,116833.46
LON,T2121033,LON24,B01774,341.0,318669.03
LON,T2121033,LON24,B03283,472.0,535503.67
LON,T2121033,LON24,B16316,125.0,177375.0
LON,T2121033,LON24,B17901,317.0,290526.29
LON,T2121033,LON24,B18694,185.0,172751.46
LON,T2121033,LON24,B23639,1614.0,719978.5
LON,T2121033,LON24,B28659,534.0,650012.52
LON,T2121033,LON24,B28917,107.0,158681.95
LON,T2121033,LON24,B31214,930.0,822120.0
LON,T2121033,LON24,B44611,285.0,288420.0
LON,T2121033,LON24,B45193,200.0,261274.34
LON,T2121033,LON24,B48886,523.0,727427.38
LON,T2121033,LON25,B04712,778.0,516592.0
LON,T2121033,LON25,B11094,673.0,1072391.96
LON,T2121033,LON25,B18694,607.0,566811.54
LON,T2121033,LON25,B23639,446.0,198953.17
LON,T2121033,LON25,B27558,921.0,1343735.94
LON,T2121033,LON25,B28917,498.0,738538.41
LON,T2121033,LON25,B31214,766.0,677144.0
LON,T2121033,LON25,B34105,784.0,389277.78
LON,T2121033,LON25,B44611,383.0,387596.0
LON,T2121033,LON25,B45214,996.0,1425656.15
LON,T6326422,LON00,B01774,860.0,803681.42
LON,T6326422,LON00,B03283,426.0,483314.75
LON,T6326422,LON00,B08521,399.0,374374.01
LON,T6326422,LON00,B17901,150.0,137473.01
LON,T6326422,LON00,B27023,545.0,366785.0
LON,T6326422,LON00,B28917,520.0,771164.6
LON,T6326422,LON00,B31214,317.0,280228.0
LON,T6326422,LON00,B34105,1674.0,831187.5
LON,T6326422,LON00,B35479,662.0,917013.48
LON,T6326422,LON00,B48886,115.0,159950.57
LON,T6326422,LON01,B16316,771.0,1094049.0
LON,T6326422,LON01,B18694,114.0,106452.25
LON,T6326422,LON01,B38589,767.0,1169290.23
LON,T6326422,LON01,B45193,460.0,600930.97
LON,T6326422,LON01,B45214,507.0,725710.51
LON,T6326422,LON01,B48886,104.0,144650.95
LON,T6326422,LON02,B01774,650.0,607433.63
LON,T6326422,LON02,B04712,1382.0,917648.0
LON,T6326422,LON02,B10340,446.0,537526.66
LON,T6326422,LON02,B18694,839.0,783451.21
LON,T6326422,LON02,B23639,581.0,259174.42
LON,T6326422,LON02,B27023,725.0,487925.0
LON,T6326422,LON02,B27558,613.0,894364.96
LON,T6326422,LON02,B28917,137.0,203172.21
LON,T6326422,LON02,B35648,959.0,1143801.5
LON,T6326422,LON02,B45193,225.0,293933.63
LON,T6326422,LON02,B45214,262.0,375022.0
LON,T6326422,LON02,B45918,1632.0,1898314.21
LON,T6326422,LON03,B02473,618.0,539257.09
LON,T6326422,LON03,B11094,750.0,1195087.62
LON,T6326422,LON03,B16316,216.0,306504.0
LON,T6326422,LON03,B27558,1011.0,1475045.64
LON,T6326422,LON03,B34105,286.0,142006.94
LON,T6326422,LON03,B35479,939.0,1300718.51
LON,T6326422,LON03,B38589,500.0,762249.17
LON,T6326422,LON03,B45193,367.0,479438.41
LON,T6326422,LON03,B45918,898.0,1044538.09
LON,T6326422,LON04,B03283,530.0,601307.08
LON,T6326422,LON04,B10340,154.0,185603.38
LON,T6326422,LON04,B11094,849.0,1352839.19
LON,T6326422,LON04,B18694,844.0,788120.17
LON,T6326422,LON04,B45193,1456.0,1902077.17
LON,T6326422,LON04,B45214,208.0,297727.39
LON,T7210244,LON10,B03283,704.0,798717.33
LON,T7210244,LON10,B05609,503.0,259832.14
LON,T7210244,LON10,B16316,1311.0,1268586.0
LON,T7210244,LON10,B17901,189.0,173215.99
LON,T7210244,LON10,B18694,1578.0,1473523.25
LON,T7210244,LON10,B25841,193.0,111940.0
LON,T7210244,LON10,B27558,271.0,395388.1
LON,T7210244,LON10,B31214,37.0,32708.0
LON,T7210244,LON10,B31538,195.0,179003.1
LON,T7210244,LON10,B34105,819.0,406656.25
LON,T7210244,LON10,B44611,693.0,701316.0
LON,T7210244,LON11,B02473,676.0,589866.98
LON,T7210244,LON11,B04712,178.0,118192.0
LON,T7210244,LON11,B08521,257.0,241138.15
LON,T7210244,LON11,B18694,788.0,735827.83
LON,T7210244,LON11,B25841,283.0,164140.0
LON,T7210244,LON11,B27023,724.0,487252.0
LON,T7210244,LON11,B28917,288.0,427106.55
LON,T7210244,LON11,B35479,151.0,209167.73
LON,T7210244,LON11,B35648,583.0,695345.44
LON,T7210244,LON11,B45214,449.0,642690.37
LON,T7210244,LON11,B48886,1252.0,1741374.9
LON,T7210244,LON12,B01774,51.0,47660.18
LON,T7210244,LON12,B04712,249.0,165336.0
LON,T7210244,LON12,B05609,288.0,148770.69
LON,T7210244,LON12,B10340,1452.0,1749974.69
LON,T7210244,LON12,B11094,1770.0,2820406.79
LON,T7210244,LON12,B17266,901.0,726206.0
LON,T7210244,LON12,B27558,903.0,1317474.0
LON,T7210244,LON12,B28917,438.0,649557.88
LON,T7210244,LON12,B31214,698.0,617032.0
LON,T7210244,LON12,B45214,971.0,1389871.61
LON,T7210244,LON12,B45918,320.0,372218.47
LON,T7210244,LON12,B47982,396.0,727397.0
LON,T7210244,LON13,B08521,242.0,227063.94
LON,T7210244,LON13,B23639,878.0,391661.17
LON,T7210244,LON13,B34105,706.0,350548.61
LON,T7210244,LON13,B35648,60.0,71562.14
LON,T7210244,LON13,B38589,136.0,207331.77
LON,T7210244,LON13,B44611,490.0,495880.0
LON,T7210244,LON13,B47982,123.0,225933.92
LON,T7210244,LON13,B48886,2629.0,3656609.13
LON,T7210244,LON14,B01774,797.0,744807.08
LON,T7210244,LON14,B10340,1360.0,1639094.75
LON,T7210244,LON14,B17266,340.0,274040.0
LON,T7210244,LON14,B18694,110.0,102717.08
LON,T7210244,LON14,B31214,316.0,279344.0
LON,T7210244,LON14,B34105,1436.0,713013.89
LON,T7210244,LON14,B35648,194.0,231384.24
LON,T7210244,LON14,B44611,127.0,128524.0
LON,T7210244,LON14,B47982,698.0,1282129.06
NY,T1087795,NY20,B08521,655.0,614573.88
NY,T1087795,NY20,B17266,449.0,361894.0
NY,T1087795,NY20,B35479,245.0,339378.1
NY,T1087795,NY20,B48886,179.0,248966.54
NY,T1087795,NY21,B01774,869.0,812092.04
NY,T1087795,NY21,B02473,23.0,20069.44
NY,T1087795,NY21,B17266,335.0,270010.0
NY,T1087795,NY21,B27023,107.0,72011.0
NY,T1087795,NY21,B35648,108.0,128811.85
NY,T1087795,NY21,B38589,626.0,954335.96
NY,T1087795,NY21,B44611,434.0,439208.0
NY,T1087795,NY22,B04712,118.0,78352.0
NY,T1087795,NY22,B10340,471.0,567657.08
NY,T1087795,NY22,B31214,304.0,268736.0
NY,T1087795,NY22,B44611,719.0,727628.0
NY,T1087795,NY22,B45193,71.0,92752.39
NY,T1087795,NY23,B01774,927.0,866293.81
NY,T1087795,NY23,B02473,624.0,544492.59
NY,T1087795,NY23,B03283,629.0,713626.71
NY,T1087795,NY23,B04712,589.0,391096.0
NY,T1087795,NY23,B05609,119.0,61471.22
NY,T1087795,NY23,B08521,207.0,194224.11
NY,T1087795,NY23,B10340,617.0,743618.72
NY,T1087795,NY23,B16316,972.0,1379268.0
NY,T1087795,NY23,B17266,354.0,285324.0
NY,T1087795,NY23,B18694,335.0,312820.21
NY,T1087795,NY23,B35479,48.0,66490.4
NY,T1087795,NY23,B48886,983.0,1367229.66
NY,T2078717,NY00,B04712,320.0,212480.0
NY,T2078717,NY00,B08521,928.0,870724.52
NY,T2078717,NY00,B27023,923.0,621179.0
NY,T2078717,NY00,B31538,63.0,57831.77
NY,T2078717,NY00,B34105,794.0,394243.06
NY,T2078717,NY01,B02473,782.0,682360.91
NY,T2078717,NY01,B05609,459.0,237103.28
NY,T2078717,NY01,B27023,618.0,415914.0
NY,T2078717,NY01,B28659,129.0,157025.5
NY,T2078717,NY01,B35479,130.0,180078.17
NY,T2078717,NY01,B44611,538.0,544456.0
NY,T2078717,NY01,B45214,24.0,34353.16
NY,T2078717,NY02,B16316,298.0,422862.0
NY,T2078717,NY02,B17901,1652.0,1514036.07
NY,T2078717,NY02,B31538,777.0,713258.5
NY,T2078717,NY02,B35479,1177.0,1630400.09
NY,T2078717,NY02,B45918,367.0,426888.06
NY,T2078717,NY02,B48886,618.0,859560.46
NY,T2078717,NY03,B05609,323.0,166850.46
NY,T2078717,NY03,B08521,1019.0,956108.06
NY,T2078717,NY03,B16316,208.0,295152.0
NY,T2078717,NY03,B31214,1235.0,1091740.0
NY,T2078717,NY03,B45918,342.0,397808.49
NY,T2078717,NY03,B48886,520.0,723254.75
NY,T2078717,NY04,B11094,1021.0,1626912.62
NY,T2078717,NY04,B17266,943.0,760058.0
NY,T2078717,NY04,B18694,699.0,652720.38
NY,T2078717,NY04,B25841,841.0,487780.0
NY,T2078717,NY04,B28659,1866.0,2271392.06
NY,T2078717,NY04,B28917,547.0,811205.84
NY,T2078717,NY04,B31214,735.0,649740.0
NY,T2078717,NY04,B34105,746.0,370409.72
NY,T2078717,NY04,B38589,804.0,1225696.66
NY,T2078717,NY04,B48886,220.0,305992.4
NY,T4439875,NY40,B04712,112.0,74368.0
NY,T4439875,NY40,B17266,741.0,597246.0
NY,T4439875,NY40,B27558,938.0,1368538.88
NY,T4439875,NY40,B28659,931.0,1133261.53
NY,T4439875,NY40,B31538,236.0,216639.65
NY,T4439875,NY40,B34105,407.0,202086.81
NY,T4439875,NY40,B45193,618.0,807337.7
NY,T4439875,NY41,B01774,214.0,199985.84
NY,T4439875,NY41,B03283,978.0,1109581.75
NY,T4439875,NY41,B04712,826.0,548464.0
NY,T4439875,NY41,B11094,152.0,242204.43
NY,T4439875,NY41,B23639,550.0,245345.83
NY,T4439875,NY41,B28659,482.0,586715.42
NY,T4439875,NY41,B31214,726.0,641784.0
NY,T4439875,NY41,B34105,335.0,166336.81
NY,T4439875,NY41,B35648,815.0,972052.37
NY,T4439875,NY41,B38589,796.0,1213500.68
NY,T4439875,NY41,B44611,659.0,666908.0
NY,T4439875,NY41,B48886,1280.0,1780319.39
NY,T4439875,NY42,B01774,157.0,146718.58
NY,T4439875,NY42,B05609,147.0,75935.04
NY,T4439875,NY42,B11094,453.0,721832.93
NY,T4439875,NY42,B17901,430.0,394089.29
NY,T4439875,NY42,B18694,243.0,226911.38
NY,T4439875,NY42,B31538,479.0,439705.04
NY,T4439875,NY42,B34105,817.0,405663.19
NY,T4439875,NY42,B44611,816.0,825792.0
NY,T4439875,NY42,B45918,202.0,234962.91
NY,T4439875,NY42,B48886,826.0,1148862.36
NY,T4439875,NY43,B01774,311.0,290633.63
NY,T4439875,NY43,B02473,64.0,55845.39
NY,T4439875,NY43,B08521,410.0,384695.1
NY,T4439875,NY43,B23639,617.0,275233.42
NY,T4439875,NY43,B25841,37.0,21460.0
NY,T4439875,NY43,B34105,138.0,68520.83
NY,T4439875,NY43,B45193,171.0,223389.56
NY,T4439875,NY44,B11094,324.0,516277.85
NY,T4439875,NY44,B16316,130.0,184470.0
NY,T4439875,NY44,B18694,256.0,239050.67
NY,T4439875,NY44,B27023,416.0,279968.0
NY,T4439875,NY44,B31538,537.0,492946.99
NY,T4439875,NY44,B35648,648.0,772871.08
NY,T4439875,NY44,B45193,251.0,327899.29
NY,T4439875,NY44,B45214,823.0,1178027.12
NY,T4848015,NY30,B04712,332.0,220448.0
NY,T4848015,NY30,B10340,380.0,457982.36
NY,T4848015,NY30,B16316,381.0,540639.0
NY,T4848015,NY30,B17266,475.0,382850.0
NY,T4848015,NY30,B17901,220.0,201627.08
NY,T4848015,NY30,B27023,1381.0,929413.0
NY,T4848015,NY30,B31214,839.0,741676.0
NY,T4848015,NY31,B03283,86.0,97570.58
NY,T4848015,NY31,B17266,347.0,279682.0
NY,T4848015,NY31,B23639,662.0,295307.17
NY,T4848015,NY31,B25841,301.0,174580.0
NY,T4848015,NY31,B27023,305.0,205265.0
NY,T4848015,NY31,B35648,106.0,126426.44
NY,T4848015,NY31,B38589,179.0,272885.2
NY,T4848015,NY31,B45193,211.0,275644.42
NY,T4848015,NY31,B48886,63.0,87625.1
NY,T4848015,NY32,B04712,599.0,397736.0
NY,T4848015,NY32,B11094,675.0,1075578.86
NY,T4848015,NY32,B16316,666.0,945054.0
NY,T4848015,NY32,B18694,372.0,347370.5
NY,T4848015,NY32,B23639,284.0,126687.67
NY,T4848015,NY32,B27558,361.0,526697.8
NY,T4848015,NY32,B34105,256.0,127111.11
NY,T4848015,NY33,B02473,556.0,485156.86
NY,T4848015,NY33,B05609,1159.0,598698.7
NY,T4848015,NY33,B08521,1076.0,1009590.07
NY,T4848015,NY33,B10340,413.0,497754.51
NY,T4848015,NY33,B17901,379.0,347348.47
NY,T4848015,NY33,B31214,701.0,619684.0
NY,T4848015,NY33,B45193,240.0,313529.2
NY,T4848015,NY33,B47982,679.0,1247228.69
NY,T4848015,NY34,B02473,387.0,337690.12
NY,T4848015,NY34,B05609,143.0,73868.78
NY,T4848015,NY34,B08521,797.0,747809.74
NY,T4848015,NY34,B10340,491.0,591761.41
NY,T4848015,NY34,B25841,114.0,66120.0
NY,T4848015,NY34,B31538,454.0,416755.93
NY,T4848015,NY34,B45193,114.0,148926.37
NY,T4848015,NY34,B45918,978.0,1137592.7
NY,T4848015,NY34,B47982,872.0,1601742.89
NY,T4848015,NY34,B48886,933.0,1297685.93
NY,T4848015,NY35,B02473,825.0,719882.03
NY,T4848015,NY35,B03283,124.0,140683.17
NY,T4848015,NY35,B08521,187.0,175458.5
NY,T4848015,NY35,B10340,501.0,603813.58
NY,T4848015,NY35,B16316,392.0,556248.0
NY,T4848015,NY35,B17901,121.0,110894.89
NY,T4848015,NY35,B23639,567.0,252929.25
NY,T4848015,NY35,B27558,121.0,176538.6
NY,T4848015,NY35,B35479,1892.0,2620830.05
NY,T4848015,NY35,B45193,596.0,778597.52
NY,T7375392,NY10,B02473,388.0,338562.7
NY,T7375392,NY10,B03283,678.0,769219.25
NY,T7375392,NY10,B04712,526.0,349264.0
NY,T7375392,NY10,B17266,138.0,111228.0
NY,T7375392,NY10,B23639,68.0,30333.67
NY,T7375392,NY10,B25841,128.0,74240.0
NY,T7375392,NY10,B27023,165.0,111045.0
NY,T7375392,NY10,B35479,730.0,1011208.21
NY,T7375392,NY10,B45214,957.0,1369832.27
NY,T7375392,NY10,B48886,893.0,1242050.95
NY,T7375392,NY11,B08521,56.0,52543.72
NY,T7375392,NY11,B11094,538.0,857276.19
NY,T7375392,NY11,B17266,950.0,765700.0
NY,T7375392,NY11,B17901,206.0,188796.27
NY,T7375392,NY11,B23639,242.0,107952.17
NY,T7375392,NY11,B28659,176.0,214236.34
NY,T7375392,NY11,B44611,241.0,243892.0
NY,T7375392,NY11,B45214,757.0,1083555.93
NY,T7375392,NY11,B45918,227.0,264042.48
NY,T7375392,NY11,B48886,169.0,235057.79
NY,T7375392,NY12,B08521,987.0,926083.08
NY,T7375392,NY12,B10340,204.0,245864.21
NY,T7375392,NY12,B11094,635.0,1011840.86
NY,T7375392,NY12,B17266,904.0,728624.0
NY,T7375392,NY12,B27558,922.0,1345194.94
NY,T7375392,NY12,B28917,392.0,581339.47
NY,T7375392,NY12,B31538,193.0,177167.17
NY,T7375392,NY12,B44611,607.0,614284.0
NY,T7375392,NY12,B48886,278.0,386663.12
NY,T7375392,NY13,B16316,452.0,641388.0
NY,T7375392,NY13,B27023,639.0,430047.0
NY,T7375392,NY13,B27558,1512.0,2206002.98
NY,T7375392,NY13,B31538,485.0,445212.83
NY,T7375392,NY13,B35648,764.0,911224.55
NY,T7375392,NY13,B38589,630.0,960433.95
NY,T7375392,NY13,B44611,513.0,519156.0
NY,T7375392,NY13,B45918,461.0,536227.24
NY,T7375392,NY13,B47982,401.0,736581.31
SG,T5983248,SG00,B01774,878.0,820502.65
SG,T5983248,SG00,B03283,362.0,410704.08
SG,T5983248,SG00,B04712,196.0,130144.0
SG,T5983248,SG00,B11094,135.0,215115.77
SG,T5983248,SG00,B17266,212.0,170872.0
SG,T5983248,SG00,B35479,87.0,120513.86
SG,T5983248,SG00,B35648,617.0,735897.31
SG,T5983248,SG00,B45193,1786.0,2333179.82
SG,T5983248,SG00,B45918,53.0,61648.68
SG,T5983248,SG01,B03283,458.0,519620.08
SG,T5983248,SG01,B04712,997.0,662008.0
SG,T5983248,SG01,B10340,507.0,611044.88
SG,T5983248,SG01,B17266,574.0,462644.0
SG,T5983248,SG01,B17901,1124.0,1030131.08
SG,T5983248,SG01,B18694,175.0,163413.54
SG,T5983248,SG01,B23639,155.0,69142.92
SG,T5983248,SG01,B25841,899.0,521420.0
SG,T5983248,SG01,B27023,725.0,679730.0
SG,T5983248,SG01,B35479,717.0,993200.4
SG,T5983248,SG01,B44611,964.0,975568.0
SG,T5983248,SG01,B45193,737.0,962795.93
SG,T5983248,SG01,B45214,806.0,1153693.63
SG,T5983248,SG01,B45918,105.0,122134.19
SG,T5983248,SG02,B01774,163.0,152325.66
